xxGeoId|Geography|LEAID|Year|Iteration|CDP02_10est|CDP02_10moe|CDP02_11est|CDP02_11moe|CDP02_11pct|CDP02_11pctmoe|CDP02_12est|CDP02_12moe|CDP02_12pct|CDP02_12pctmoe|CDP02_13est|CDP02_13moe|CDP02_13pct|CDP02_13pctmoe|CDP02_14est|CDP02_14moe|CDP02_14pct|CDP02_14pctmoe|CDP02_15est|CDP02_15moe|CDP02_15pct|CDP02_15pctmoe
95000US0608070|Centralia Elementary School District, CO|0608070|2014-2018|105|4185|422|0|29|0.0|0.8|465|129|11.1|2.8|3720|386|88.9|2.8|0|29|0.0|0.8|0|29|0.0|0.8
97000US2908400|Centralia R-VI School District, CO|2908400|2014-2018|105|1645|311|85|73|5.2|4.4|90|70|5.5|4.6|895|241|54.4|9.8|575|191|35.0|9.2|0|15|0.0|1.7
97000US2008940|Centre Unified School District 397, CO|2008940|2014-2018|105|215|53|10|12|4.7|6.4|10|11|4.7|5.1|130|36|60.5|9.7|65|29|30.2|10.2|0|10|0.0|11.0
97000US2608670|Centreville Public Schools, CO|2608670|2014-2018|105|715|181|0|10|0.0|3.1|75|45|10.5|5.9|400|111|55.9|8.0|240|85|33.6|7.5|0|10|0.0|3.1
97000US0608130|Ceres Unified School District, CO|0608130|2014-2018|105|12170|697|0|29|0.0|0.3|725|186|6.0|1.6|8060|541|66.2|2.9|3390|487|27.9|3.3|0|29|0.0|0.3
97000US2908430|Chadwick R-I School District, CO|2908430|2014-2018|105|270|111|0|11|0.0|9.7|20|24|7.4|8.1|190|81|70.4|12.6|65|41|24.1|12.4|0|11|0.0|9.7
97000US2908460|Chaffee R-II School District, CO|2908460|2014-2018|105|490|150|10|12|2.0|2.9|65|49|13.3|10.8|240|118|49.0|18.0|175|113|35.7|19.5|0|11|0.0|5.5
96000US0608160|Chaffey Joint Union High School District, CO|0608160|2014-2018|105|24370|1007|0|29|0.0|0.1|0|29|0.0|0.1|0|29|0.0|0.1|24370|1007|100.0|0.1|0|29|0.0|0.1
97000US2908670|Charleston R-I School District, CO|2908670|2014-2018|105|1005|166|25|35|2.5|3.5|130|95|12.9|9.9|640|149|63.7|9.4|205|106|20.4|9.2|0|15|0.0|2.7
97000US2608730|Charlevoix Public Schools, CO|2608730|2014-2018|105|930|104|0|14|0.0|2.4|45|22|4.8|2.3|550|87|59.1|6.1|330|67|35.5|6.6|0|14|0.0|2.4
97000US2608770|Charlotte Public Schools, CO|2608770|2014-2018|105|2720|266|0|16|0.0|0.8|170|64|6.3|2.3|1550|217|57.0|4.5|1000|142|36.8|4.7|0|16|0.0|0.8
97000US0608190|Charter Oak Unified School District, CO|0608190|2014-2018|105|4830|444|0|26|0.0|0.7|435|106|9.0|2.2|3055|374|63.3|4.4|1340|221|27.7|3.9|0|26|0.0|0.7
97000US2608880|Chassell Township School District, CO|2608880|2014-2018|105|385|82|0|10|0.0|5.7|30|17|7.8|4.5|240|53|62.3|6.2|115|43|29.9|7.6|0|10|0.0|5.7
97000US2708220|Chatfield Public Schools, CO|2708220|2014-2018|105|870|91|80|30|9.2|3.6|35|18|4.0|2.4|525|86|60.3|6.1|225|42|25.9|4.4|0|12|0.0|2.0
95000US0608250|Chatom Union Elementary School District, CO|0608250|2014-2018|105|560|239|0|12|0.0|6.1|50|47|8.9|7.2|510|218|91.1|7.2|0|12|0.0|6.1|0|12|0.0|6.1
97000US2608910|Cheboygan Area Schools, CO|2608910|2014-2018|105|1615|153|0|16|0.0|1.4|120|47|7.4|2.7|945|126|58.5|6.1|550|106|34.1|5.6|0|16|0.0|1.4
97000US2608940|Chelsea School District, CO|2608940|2014-2018|105|2575|278|0|16|0.0|0.9|190|84|7.4|3.3|1450|241|56.3|5.7|935|153|36.3|5.5|0|16|0.0|0.9
97000US0608370|Chico Unified School District, CO|0608370|2014-2018|105|14375|724|0|29|0.0|0.2|1165|256|8.1|1.8|8475|634|59.0|3.1|4735|483|32.9|2.9|0|29|0.0|0.2
97000US2908730|Chilhowee R-IV School District, CO|2908730|2014-2018|105|215|104|0|11|0.0|12.0|4|7|1.9|5.6|120|85|55.8|20.2|85|47|39.5|20.5|0|11|0.0|12.0
97000US2908760|Chillicothe R-II School District, CO|2908760|2014-2018|105|2130|155|170|67|8.0|3.1|105|50|4.9|2.4|1245|115|58.5|4.2|615|112|28.9|4.4|0|17|0.0|1.3
97000US0608460|Chino Valley Unified School District, CO|0608460|2014-2018|105|28165|1134|0|29|0.0|0.1|1985|305|7.0|1.1|16980|908|60.3|2.1|9205|680|32.7|2.0|0|29|0.0|0.1
97000US2708910|Chisholm Public School District, CO|2708910|2014-2018|105|1165|253|185|116|15.9|8.0|60|45|5.2|4.1|745|189|63.9|8.3|175|72|15.0|6.8|0|12|0.0|1.5
97000US2708940|Chokio-Alberta Public School District, CO|2708940|2014-2018|105|205|45|0|9|0.0|8.2|4|6|2.0|4.6|125|34|61.0|8.9|70|24|34.1|9.9|0|9|0.0|8.2
95000US0608520|Chowchilla Elementary School District, CO|0608520|2014-2018|105|2170|340|0|23|0.0|1.6|185|55|8.5|2.9|1990|345|91.7|3.0|0|23|0.0|1.6|0|23|0.0|1.6
96000US0608550|Chowchilla Union High School District, CO|0608550|2014-2018|105|1310|254|0|23|0.0|2.6|0|23|0.0|2.6|0|23|0.0|2.6|1310|254|100.0|2.6|0|23|0.0|2.6
95000US0608580|Chualar Union Elementary School District, CO|0608580|2014-2018|105|430|167|0|12|0.0|7.8|15|20|3.5|5.0|415|162|96.5|5.0|0|12|0.0|7.8|0|12|0.0|7.8
95000US0608610|Chula Vista Elementary School District, CO|0608610|2014-2018|105|27315|1344|0|29|0.0|0.1|3110|409|11.4|1.4|24205|1247|88.6|1.4|0|29|0.0|0.1|0|29|0.0|0.1
95000US0608700|Cinnabar Elementary School District, CO|0608700|2014-2018|105|205|88|0|12|0.0|15.6|25|18|12.2|8.1|180|80|87.8|8.1|0|12|0.0|15.6|0|12|0.0|15.6
97000US0608760|Claremont Unified School District, CO|0608760|2014-2018|105|5690|505|0|26|0.0|0.6|355|130|6.2|2.2|3275|382|57.6|4.8|2055|352|36.1|5.0|0|26|0.0|0.6
95000US0608850|Clay Joint Elementary School District, CO|0608850|2014-2018|105|85|45|0|12|0.0|32.4|4|8|4.7|12.6|80|45|94.1|10.5|0|12|0.0|32.4|0|12|0.0|32.4
95000US0608880|Clear Creek Elementary School District, CO|0608880|2014-2018|105|115|52|0|12|0.0|25.8|10|11|8.7|9.8|100|46|87.0|12.0|0|12|0.0|25.8|0|12|0.0|25.8
95000US4008010|Cleora Public School, CO|4008010|2014-2018|105|255|87|0|9|0.0|7.5|25|16|9.8|5.8|130|46|51.0|12.1|95|55|37.3|13.0|0|9|0.0|7.5
97000US4008040|Cleveland Public Schools, CO|4008040|2014-2018|105|1680|134|140|41|8.3|2.4|105|31|6.3|1.8|980|109|58.3|3.8|455|63|27.1|3.3|0|13|0.0|1.2
97000US4008070|Clinton Public Schools, CO|4008070|2014-2018|105|2195|301|140|84|6.4|3.8|170|89|7.7|4.2|1345|337|61.3|9.4|540|110|24.6|6.3|0|15|0.0|0.9
97000US0608970|Cloverdale Unified School District, CO|0608970|2014-2018|105|1520|237|0|19|0.0|2.3|110|63|7.2|4.1|1025|235|67.4|8.8|385|113|25.3|7.7|0|19|0.0|2.3
97000US4008130|Coalgate Public Schools, CO|4008130|2014-2018|105|835|67|95|34|11.4|3.8|65|24|7.8|2.8|435|49|52.1|4.5|240|35|28.7|3.7|0|9|0.0|2.4
97000US4008220|Colbert Public Schools, CO|4008220|2014-2018|105|760|179|55|51|7.2|6.4|55|32|7.2|4.3|365|126|48.0|11.0|290|96|38.2|10.5|0|9|0.0|2.6
97000US4008250|Colcord Public Schools, CO|4008250|2014-2018|105|445|105|50|34|11.2|6.3|20|12|4.5|2.5|315|74|70.8|6.7|65|29|14.6|6.5|0|9|0.0|4.4
97000US3608010|Cold Spring Harbor Central School District, CO|3608010|2014-2018|105|1875|254|0|17|0.0|1.7|170|81|9.1|4.1|975|137|52.0|5.1|730|150|38.9|5.0|0|17|0.0|1.7
97000US4008310|Coleman Public Schools, CO|4008310|2014-2018|105|230|68|25|12|10.9|5.2|15|12|6.5|4.9|140|52|60.9|11.4|50|26|21.7|10.2|0|9|0.0|8.3
97000US4008370|Collinsville Public Schools, CO|4008370|2014-2018|105|2470|318|170|71|6.9|2.8|370|95|15.0|3.4|1285|207|52.0|5.1|650|145|26.3|4.6|0|15|0.0|0.8
97000US3608100|Colton-Pierrepont Central School District, CO|3608100|2014-2018|105|305|88|40|28|13.1|8.8|10|7|3.3|3.0|160|58|52.5|9.4|95|41|31.1|11.1|0|12|0.0|10.1
97000US4008460|Comanche Public Schools, CO|4008460|2014-2018|105|830|133|35|26|4.2|3.1|50|34|6.0|3.9|545|114|65.7|9.2|205|77|24.7|8.1|0|13|0.0|2.4
97000US3608130|Commack Union Free School District, CO|3608130|2014-2018|105|6575|389|300|112|4.6|1.7|385|90|5.9|1.4|3520|387|53.5|4.3|2370|298|36.0|4.4|0|25|0.0|0.5
97000US4008490|Commerce Public Schools, CO|4008490|2014-2018|105|655|70|55|19|8.4|2.7|70|18|10.7|2.7|385|55|58.8|4.3|145|26|22.1|3.7|0|9|0.0|3.0
97000US1708550|Community Unit School District 300, CO|1708550|2014-2018|105|21995|1068|1430|325|6.5|1.5|1500|328|6.8|1.4|13095|816|59.5|3.2|5970|763|27.1|2.8|0|26|0.0|0.1
97000US3608160|Connetquot Central School District, CO|3608160|2014-2018|105|5580|470|265|108|4.7|1.9|380|143|6.8|2.4|3070|377|55.0|4.6|1870|261|33.5|4.2|0|25|0.0|0.6
96000US1708400|Consolidated High School District 230, CO|1708400|2014-2018|105|7005|721|0|26|0.0|0.4|0|26|0.0|0.4|0|26|0.0|0.4|7005|721|100.0|0.4|0|26|0.0|0.4
97000US1908070|Coon Rapids-Bayard Community School District, CO|1908070|2014-2018|105|465|72|25|12|5.4|2.9|30|20|6.5|4.1|260|50|55.9|7.2|150|43|32.3|6.9|0|9|0.0|4.2
97000US3608250|Cooperstown Central School District, CO|3608250|2014-2018|105|920|128|90|64|9.8|6.6|70|33|7.6|3.8|515|87|56.0|7.2|240|70|26.1|6.8|0|17|0.0|3.5
97000US4008610|Copan Public Schools, CO|4008610|2014-2018|105|455|82|25|15|5.5|3.5|25|16|5.5|3.7|290|75|63.7|9.0|115|34|25.3|8.0|0|9|0.0|4.3
97000US3608280|Copenhagen Central School District, CO|3608280|2014-2018|105|440|134|35|29|8.0|5.5|35|27|8.0|5.9|255|97|58.0|11.2|120|54|27.3|11.1|0|12|0.0|7.1
97000US3608310|Copiague Union Free School District, CO|3608310|2014-2018|105|4595|667|400|213|8.7|4.2|305|125|6.6|2.7|2505|362|54.5|5.9|1385|376|30.1|5.6|0|25|0.0|0.7
97000US4008640|Cordell Public Schools, CO|4008640|2014-2018|105|775|138|55|33|7.1|4.5|45|42|5.8|5.2|465|107|60.0|8.9|210|68|27.1|7.0|0|9|0.0|2.5
97000US3608370|Corinth Central School District, CO|3608370|2014-2018|105|1080|219|145|111|13.4|8.8|40|32|3.7|3.3|535|123|49.5|11.1|355|116|32.9|7.4|0|17|0.0|3.0
97000US3608400|Corning City School District, CO|3608400|2014-2018|105|5135|303|165|72|3.2|1.4|320|110|6.2|2.1|3205|303|62.4|3.8|1450|180|28.2|3.4|0|25|0.0|0.6
97000US1908130|Corning Community School District, CO|1908130|2014-2018|105|405|48|65|33|16.0|7.0|35|18|8.6|4.6|205|41|50.6|8.0|100|20|24.7|5.6|0|9|0.0|4.8
97000US3608430|Cornwall Central School District, CO|3608430|2014-2018|105|3170|371|0|19|0.0|1.0|130|60|4.1|2.0|1900|248|59.9|5.9|1140|268|36.0|6.1|0|19|0.0|1.0
97000US3608460|Cortland City School District, CO|3608460|2014-2018|105|2885|291|105|61|3.6|2.1|390|119|13.5|4.3|1625|225|56.3|5.3|765|145|26.5|3.7|0|22|0.0|1.1
97000US1908220|Council Bluffs Community School District, CO|1908220|2014-2018|105|9370|390|715|166|7.6|1.7|785|174|8.4|1.8|5425|339|57.9|3.1|2440|262|26.0|2.5|0|22|0.0|0.2
97000US4008790|Covington-Douglas Schools, CO|4008790|2014-2018|105|310|107|20|13|6.5|5.2|10|11|3.2|3.5|195|85|62.9|13.4|85|46|27.4|11.9|0|9|0.0|6.2
97000US4008850|Coweta Public Schools, CO|4008850|2014-2018|105|3130|282|0|15|0.0|0.6|250|94|8.0|3.0|1875|226|59.9|4.7|1005|164|32.1|4.3|0|15|0.0|0.6
97000US3608490|Coxsackie-Athens Central School District, CO|3608490|2014-2018|105|1345|308|0|19|0.0|2.4|105|63|7.8|4.4|830|224|61.7|6.9|410|115|30.5|6.0|0|19|0.0|2.4
97000US4008940|Coyle Public Schools, CO|4008940|2014-2018|105|375|161|65|62|17.3|15.6|20|29|5.3|8.1|220|144|58.7|20.5|75|48|20.0|16.4|0|9|0.0|5.2
97000US2008040|Crest Unified School District 479, CO|2008040|2014-2018|105|255|85|4|7|1.6|3.5|20|14|7.8|4.6|150|61|58.8|11.7|80|37|31.4|11.9|0|10|0.0|9.3
97000US1908310|Creston Community School District, CO|1908310|2014-2018|105|1600|159|110|51|6.9|3.1|85|46|5.3|2.9|820|137|51.3|6.4|580|89|36.3|4.9|0|15|0.0|1.2
97000US3608580|Croton-Harmon Union Free School District, CO|3608580|2014-2018|105|1660|255|0|17|0.0|1.9|130|83|7.8|4.9|990|213|59.6|7.6|540|130|32.5|6.9|0|17|0.0|1.9
96000US3008190|Cut Bank High School District, CO|3008190|2014-2018|105|285|119|0|10|0.0|7.6|0|10|0.0|7.6|0|10|0.0|7.6|285|119|100.0|7.6|0|10|0.0|7.6
97000US1908520|Dallas Center-Grimes Community School District, CO|1908520|2014-2018|105|2400|560|315|174|13.1|7.1|125|101|5.2|4.4|1585|500|66.0|9.2|375|141|15.6|5.7|0|15|0.0|0.8
97000US3608790|Dansville Central School District, CO|3608790|2014-2018|105|1575|202|40|25|2.5|1.6|65|37|4.1|2.3|855|131|54.3|6.0|615|142|39.0|6.8|0|17|0.0|2.0
97000US1908550|Danville Community School District, CO|1908550|2014-2018|105|485|103|60|22|12.4|4.6|20|12|4.1|2.5|235|58|48.5|6.8|170|61|35.1|8.2|0|9|0.0|4.0
97000US3008280|Darby K-12 Schools, CO|3008280|2014-2018|105|315|112|4|7|1.3|2.7|20|12|6.3|4.6|195|102|61.9|16.7|95|49|30.2|15.5|0|10|0.0|6.9
97000US1908580|Davenport Community School District, CO|1908580|2014-2018|105|16265|764|950|218|5.8|1.3|1285|245|7.9|1.4|9380|504|57.7|2.3|4650|385|28.6|1.8|0|22|0.0|0.1
97000US1908610|Davis County Community School District, CO|1908610|2014-2018|105|1120|211|70|39|6.3|3.3|115|52|10.3|4.3|635|130|56.7|6.0|295|91|26.3|5.5|0|13|0.0|1.8
96000US3008340|Dawson High School District, CO|3008340|2014-2018|105|330|39|0|14|0.0|6.6|0|14|0.0|6.6|0|14|0.0|6.6|330|39|100.0|6.6|0|14|0.0|6.6
97000US1908730|Decorah Community School District, CO|1908730|2014-2018|105|1430|204|155|59|10.8|4.2|70|48|4.9|3.5|795|176|55.6|7.7|415|95|29.0|5.7|0|15|0.0|1.4
95000US3008670|Deer Lodge Elementary School District, CO|3008670|2014-2018|105|375|90|0|14|0.0|5.8|40|34|10.7|8.8|335|81|89.3|8.8|0|14|0.0|5.8|0|14|0.0|5.8
95000US3008700|Deer Park Elementary School District, CO|3008700|2014-2018|105|125|42|0|10|0.0|16.4|10|12|8.0|9.2|115|38|92.0|9.2|0|10|0.0|16.4|0|10|0.0|16.4
97000US3608880|Deer Park Union Free School District, CO|3608880|2014-2018|105|3855|425|255|136|6.6|3.4|290|103|7.5|2.6|2120|315|55.0|6.4|1190|257|30.9|5.3|0|22|0.0|0.8
97000US3608910|Delhi Central School District, CO|3608910|2014-2018|105|775|132|0|17|0.0|4.1|60|29|7.7|3.4|540|110|69.7|6.7|175|57|22.6|6.9|0|17|0.0|4.1
97000US1908880|Delwood Community School District, CO|1908880|2014-2018|105|175|51|15|13|8.6|7.0|20|15|11.4|8.5|100|33|57.1|11.1|40|25|22.9|12.8|0|9|0.0|10.8
97000US1908910|Denison Community School District, CO|1908910|2014-2018|105|2095|289|200|158|9.5|6.8|130|91|6.2|4.0|1165|161|55.6|7.8|600|123|28.6|4.6|0|15|0.0|0.9
97000US1908940|Denver Community School District, CO|1908940|2014-2018|105|665|166|85|35|12.8|4.0|45|22|6.8|4.0|415|132|62.4|7.1|120|40|18.0|6.2|0|9|0.0|3.0
97000US3608850|DeRuyter Central School District, CO|3608850|2014-2018|105|325|73|4|4|1.2|1.6|45|21|13.8|5.9|180|50|55.4|8.5|100|31|30.8|7.0|0|12|0.0|9.5
97000US1908970|Des Moines Independent Community School District, CO|1908970|2014-2018|105|35540|1015|2480|362|7.0|0.9|2900|388|8.2|1.1|20520|804|57.7|1.6|9640|635|27.1|1.7|0|22|0.0|0.1
95000US3008880|DeSmet Elementary School District, CO|3008880|2014-2018|105|215|126|10|15|4.7|7.9|60|47|27.9|18.7|145|102|67.4|19.7|0|10|0.0|9.9|0|10|0.0|9.9
95000US3008910|Dillon Elementary School District, CO|3008910|2014-2018|105|670|90|15|21|2.2|3.1|75|61|11.2|9.3|575|102|85.8|9.5|0|14|0.0|3.3|0|14|0.0|3.3
97000US4208010|Duquesne City School District, CO|4208010|2014-2018|105|1085|226|90|78|8.3|6.8|100|65|9.2|5.2|570|153|52.5|9.3|330|106|30.4|9.0|0|15|0.0|2.3
97000US4208060|East Allegheny School District, CO|4208060|2014-2018|105|2025|318|85|47|4.2|2.5|175|114|8.6|5.4|1250|250|61.7|6.8|515|151|25.4|6.5|0|16|0.0|1.2
97000US4208490|East Lycoming School District, CO|4208490|2014-2018|105|1795|165|115|34|6.4|2.0|65|22|3.6|1.3|1020|128|56.8|4.7|600|110|33.4|5.0|0|16|0.0|1.4
97000US4208550|East Penn School District, CO|4208550|2014-2018|105|8055|605|0|24|0.0|0.3|500|160|6.2|2.0|4925|485|61.1|3.7|2625|353|32.6|3.8|0|24|0.0|0.3
97000US4208580|East Pennsboro Area School District, CO|4208580|2014-2018|105|3320|298|0|19|0.0|0.7|225|102|6.8|3.1|1985|248|59.8|4.7|1110|168|33.4|4.1|0|19|0.0|0.7
97000US4208670|East Stroudsburg Area School District, CO|4208670|2014-2018|105|7390|583|0|22|0.0|0.3|565|166|7.6|2.2|4080|450|55.2|3.9|2740|326|37.1|3.6|0|22|0.0|0.3
97000US2708190|Eastern Carver County Public Schools, CO|2708190|2014-2018|105|11275|439|690|157|6.1|1.4|800|154|7.1|1.3|6430|382|57.0|2.6|3355|292|29.8|2.3|0|20|0.0|0.2
97000US4208820|Eastern Lancaster County School District, CO|4208820|2014-2018|105|3245|477|0|22|0.0|0.8|300|148|9.2|4.4|1845|352|56.9|7.1|1105|264|34.1|6.3|0|22|0.0|0.8
97000US4208460|Eastern Lebanon County School District, CO|4208460|2014-2018|105|2705|339|0|19|0.0|0.9|135|78|5.0|2.9|1830|296|67.7|6.5|740|183|27.4|5.9|0|19|0.0|0.9
97000US4208790|Eastern York School District, CO|4208790|2014-2018|105|2705|273|0|16|0.0|0.9|140|74|5.2|2.9|1830|267|67.7|5.8|740|161|27.4|5.3|0|16|0.0|0.9
97000US4208850|Easton Area School District, CO|4208850|2014-2018|105|8435|523|0|24|0.0|0.3|660|155|7.8|1.8|5535|445|65.6|3.1|2240|281|26.6|2.9|0|24|0.0|0.3
97000US2008310|Fairfield Unified School District 310, CO|2008310|2014-2018|105|320|86|40|22|12.5|6.3|20|14|6.3|4.4|190|61|59.4|7.2|65|26|20.3|7.0|0|10|0.0|7.5
97000US4208280|Forest Area School District, CO|4208280|2014-2018|105|540|86|45|21|8.3|4.6|4|6|0.7|1.2|315|39|58.3|9.9|170|70|31.5|9.1|0|15|0.0|4.5
97000US2008370|Fort Larned Unified School District 495, CO|2008370|2014-2018|105|780|108|20|16|2.6|1.9|85|55|10.9|7.3|350|79|44.9|7.1|330|60|42.3|5.0|0|15|0.0|3.2
97000US2908370|Fort Zumwalt R-II School District, CO|2908370|2014-2018|105|17935|752|635|174|3.5|1.0|1135|208|6.3|1.1|10085|600|56.2|2.4|6080|475|33.9|2.2|0|26|0.0|0.2
97000US3808060|Grafton Public School District 3, CO|3808060|2014-2018|105|815|102|0|13|0.0|2.4|90|50|11.0|6.4|520|87|63.8|7.5|200|67|24.5|6.6|0|13|0.0|2.4
97000US3808130|Grand Forks Public School District 1, CO|3808130|2014-2018|105|7070|275|380|123|5.4|1.6|620|164|8.8|2.2|4480|232|63.4|3.3|1590|163|22.5|2.0|0|22|0.0|0.3
97000US3808460|Grenora Public School District 99, CO|3808460|2014-2018|105|105|54|0|9|0.0|17.3|15|11|14.3|8.7|60|35|57.1|18.2|30|28|28.6|18.7|0|9|0.0|17.3
97000US3808610|Halliday Public School District 19, CO|3808610|2014-2018|105|160|53|0|9|0.0|11.7|4|6|2.5|4.7|145|51|90.6|6.9|10|9|6.3|5.5|0|9|0.0|11.7
97000US3808710|Hankinson Public School District 8, CO|3808710|2014-2018|105|335|88|4|5|1.2|1.5|20|14|6.0|4.5|210|88|62.7|15.5|100|48|29.9|15.4|0|9|0.0|5.8
97000US3808890|Harvey Public School District 38, CO|3808890|2014-2018|105|425|111|0|9|0.0|4.6|10|11|2.4|2.9|275|85|64.7|9.3|135|51|31.8|8.9|0|9|0.0|4.6
97000US0508130|Huntsville School District, CO|0508130|2014-2018|105|2380|194|145|63|6.1|2.5|100|59|4.2|2.4|1350|160|56.7|5.0|785|114|33.0|4.2|0|19|0.0|1.4
97000US0508240|Jasper School District, CO|0508240|2014-2018|105|670|246|65|62|9.7|8.5|45|51|6.7|7.2|370|150|55.2|14.2|190|99|28.4|9.7|0|17|0.0|4.7
97000US2908320|Johnson County R-VII School District, CO|2908320|2014-2018|105|580|228|15|26|2.6|4.3|20|21|3.4|3.8|345|194|59.5|16.2|195|82|33.6|14.0|0|11|0.0|4.6
97000US0508280|Jonesboro Public Schools, CO|0508280|2014-2018|105|7490|730|700|225|9.3|2.5|680|194|9.1|2.5|4395|498|58.7|3.9|1715|230|22.9|2.6|0|25|0.0|0.4
97000US2008070|Kingman-Norwich Unified School District 331, CO|2008070|2014-2018|105|830|107|65|36|7.8|4.1|65|42|7.8|4.9|385|79|46.4|6.8|320|54|38.6|6.4|0|15|0.0|3.0
97000US3408040|Kinnelon Borough School District, CO|3408040|2014-2018|105|1990|210|20|21|1.0|1.1|70|48|3.5|2.4|1175|178|59.0|6.1|725|128|36.4|5.4|0|19|0.0|1.6
97000US2008100|Kinsley-Offerle Unified School District 347, CO|2008100|2014-2018|105|405|57|35|34|8.6|7.9|25|16|6.2|4.3|250|52|61.7|11.4|90|37|22.2|8.3|0|10|0.0|6.0
97000US0508490|Kirby School District, CO|0508490|2014-2018|105|450|145|55|41|12.2|7.8|20|23|4.4|5.3|225|99|50.0|13.0|145|63|32.2|11.2|0|12|0.0|7.0
97000US2008190|Kismet-Plains Unified School District 483, CO|2008190|2014-2018|105|790|160|45|31|5.7|3.8|45|38|5.7|4.7|435|93|55.1|8.6|265|108|33.5|10.2|0|10|0.0|3.1
96000US3408060|Kittatinny Regional School District, CO|3408060|2014-2018|105|905|147|0|19|0.0|3.5|0|19|0.0|3.5|270|71|29.8|6.6|640|122|70.7|6.6|0|19|0.0|3.5
95000US3408070|Knowlton Township School District, CO|3408070|2014-2018|105|200|75|0|12|0.0|15.0|15|14|7.5|8.9|185|75|92.5|8.9|0|12|0.0|15.0|0|12|0.0|15.0
97000US3408100|Lacey Township School District, CO|3408100|2014-2018|105|4010|345|0|22|0.0|0.8|325|160|8.1|4.0|2345|281|58.5|5.1|1345|264|33.5|5.7|0|22|0.0|0.8
97000US2008220|LaCrosse Unified School District 395, CO|2008220|2014-2018|105|310|71|45|25|14.5|6.5|20|12|6.5|3.8|145|40|46.8|8.9|100|37|32.3|9.2|0|10|0.0|7.7
95000US3408130|Lafayette Township School District, CO|3408130|2014-2018|105|230|71|30|25|13.0|9.1|40|26|17.4|11.0|160|55|69.6|15.2|0|12|0.0|13.2|0|12|0.0|13.2
97000US0508610|Lake Hamilton School District, CO|0508610|2014-2018|105|4515|508|175|118|3.9|2.5|230|124|5.1|2.8|2805|424|62.1|6.4|1310|315|29.0|5.9|0|22|0.0|0.7
97000US3408160|Lakehurst Borough School District, CO|3408160|2014-2018|105|585|102|45|29|7.7|5.7|55|27|9.4|5.4|285|90|48.7|11.1|205|80|35.0|10.6|0|12|0.0|5.4
96000US3408190|Lakeland Regional School District, CO|3408190|2014-2018|105|905|204|0|22|0.0|3.5|0|22|0.0|3.5|0|22|0.0|3.5|905|204|100.0|3.5|0|22|0.0|3.5
97000US0508640|Lakeside School District (Ashley and Chicot Counties), CO|0508640|2014-2018|105|1545|180|220|77|14.2|4.3|120|59|7.8|3.8|835|125|54.0|6.0|370|77|23.9|4.0|0|17|0.0|2.1
97000US0508670|Lakeside School District (Garland County), CO|0508670|2014-2018|105|3185|457|230|138|7.2|4.0|345|158|10.8|4.8|1405|293|44.1|6.7|1200|286|37.7|7.4|0|19|0.0|1.0
97000US3408220|Lakewood Township School District, CO|3408220|2014-2018|105|5525|673|525|180|9.5|3.2|590|188|10.7|3.1|3255|461|58.9|4.0|1155|251|20.9|3.6|0|28|0.0|0.6
97000US2008280|Lakin Unified School District 215, CO|2008280|2014-2018|105|625|123|10|16|1.6|2.7|95|62|15.2|8.2|355|82|56.8|9.1|165|59|26.4|9.9|0|10|0.0|3.9
97000US0508700|Lamar School District, CO|0508700|2014-2018|105|1080|213|45|34|4.2|3.2|70|42|6.5|3.8|725|149|67.1|9.5|240|132|22.2|9.8|0|17|0.0|3.0
97000US2008340|Lansing Unified School District 469, CO|2008340|2014-2018|105|2310|319|85|63|3.7|2.6|125|75|5.4|3.2|1145|223|49.6|6.4|950|208|41.1|7.3|0|16|0.0|1.1
97000US3408280|Laurel Springs Borough School District, CO|3408280|2014-2018|105|290|46|20|12|6.9|4.3|30|15|10.3|6.1|145|36|50.0|8.4|95|27|32.8|9.0|0|12|0.0|10.6
97000US0508730|Lavaca Public Schools, CO|0508730|2014-2018|105|860|189|65|42|7.6|4.4|40|39|4.7|4.1|530|110|61.6|10.6|225|108|26.2|9.8|0|17|0.0|3.7
97000US3408340|Lawnside Borough School District, CO|3408340|2014-2018|105|300|92|10|13|3.3|4.5|4|6|1.3|2.0|200|75|66.7|13.5|85|47|28.3|13.6|0|12|0.0|10.3
97000US3408370|Lawrence Township School District (Cumberland County), CO|3408370|2014-2018|105|620|122|80|49|12.9|8.5|10|11|1.6|2.1|365|123|58.9|12.8|170|58|27.4|8.5|0|12|0.0|5.1
97000US3408400|Lawrence Township School District (Mercer County), CO|3408400|2014-2018|105|4185|419|90|79|2.2|2.0|210|95|5.0|2.4|2700|346|64.5|6.3|1185|350|28.3|7.0|0|25|0.0|0.8
97000US2008400|Lawrence Unified School District 497, CO|2008400|2014-2018|105|10830|586|825|237|7.6|2.1|530|162|4.9|1.5|6410|495|59.2|3.3|3065|357|28.3|2.9|0|24|0.0|0.2
97000US2008430|Leavenworth Unified School District 453, CO|2008430|2014-2018|105|4275|410|275|119|6.4|2.8|290|106|6.8|2.4|2565|323|60.0|4.7|1145|229|26.8|4.7|0|19|0.0|0.6
95000US3408430|Lebanon Borough School District, CO|3408430|2014-2018|105|160|67|25|24|15.6|13.0|20|12|12.5|10.3|120|54|75.0|11.8|0|12|0.0|18.3|0|12|0.0|18.3
